Year,NCES ID,State ID (CDN),District Name,County,Reported Enrollment,Average Daily Attendance (ADA),Total Revenue,Local Tax Revenue,Other Local & Intermediate ,State Revenue,Federal Revenue,Local Tax Revenue (%),Other Local & Intermediate (%),State Revenue (%),Federal Revenue (%),Total Operating Expenditures (TOP),Payroll,Other Operating,Debt Service,Capital Outlay,TOP - Instruction ,TOP - Instructional Res Media,TOP - Curriculum/Staff Develop,Instructional Leadership,School Leadership,Guidance Counseling Svcs,Social Work Services,Health Services,Transportation,Food,Extracurricular,General Administration,Plant Maint/Operation,Security/Monitoring,Data Processing Services,Community Services,Total Disbursments,Total Expenditures,Recapture,Total Other Uses,Intergovernmental Charge,Program Operating Expenditures,Regular,Gifted & Talented,Career and Technical,Students with Disabilities,Accelerated Education,Bilingual,Nondisc Alt Ed-AEP Basic Serv,Disc Alt Ed-AEP Basic Serv,Disc Alt Ed-AEP Supplemental Serv,T1 A Schoolwide- St Comp >=40%,Athletics/Related Activities,High School Allotment,Prekindergarten,Total Tax Rate,M&O Rates,I&S Rates,Property Value,Property Value Per Pupil,Prop Val: Business,Prop Val: Residential,Prop Val: Land,Prop Val: Oil and Gas,Prop Val: Other,Wealth Per ADA,Recapture*,ASATAR*,Surplus,Deficit,Year Fixed
2013,4830930,250903,Mineola ISD,Wood,"1,598","1,490.388","$18,667,258","$6,496,169","$2,360,999","$6,786,302","$3,023,788",34.8,12.65,36.35,16.2,"$15,931,585","$12,282,220","$3,688,148",$0,"$2,466,767","$9,844,836","$204,910","$123,970","$163,186","$683,133","$848,035",$0,"$192,933","$649,490","$623,123","$550,184","$515,327","$1,377,578","$20,286","$134,594","$21,912","$19,031,376","$18,437,135",$0,$0,"$594,241","$13,400,089","$6,806,308","$96,427","$491,339","$3,661,809","$137,630","$90,296",$0,$0,$0,"$1,492,608","$392,829","$186,409","$44,434",1.1700,1.1700,0.0000,"$473,976,140","$296,606","$136,339,542","$265,473,731","$77,322,372","$72,892,910","$5,154,950","$371,731",$0,$0,"$7,965,621",$0,2013
2013,4836300,250904,Quitman ISD,Wood,"1,165","1,093.116","$10,487,965","$5,002,159","$251,449","$4,503,987","$730,370",47.69,2.4,42.94,6.96,"$8,803,334","$6,874,877","$1,928,457","$296,475","$549,136","$4,980,998","$146,005","$7,121","$80,967","$561,596","$149,953",$0,"$94,015","$174,980","$470,352","$491,744","$415,695","$1,032,590","$2,133","$195,185",$0,"$10,291,632","$9,648,945",$0,"$288,755","$353,932","$6,609,378","$4,168,339","$42,100","$567,556","$585,057","$401,306","$13,012",$0,"$48,159",$0,"$272,732","$348,592","$103,033","$59,492",1.1150,1.0400,0.0750,"$405,645,061","$348,193","$67,633,205","$227,901,788","$129,998,707","$66,635,550","$2,015,010","$414,388",$0,$0,"$4,649,828",$0,2013
2013,4846590,250905,Yantis ISD,Wood,380,338.000,"$4,164,327","$3,081,294","$66,188","$701,336","$315,509",73.99,1.59,16.84,7.58,"$3,721,015","$2,700,815","$1,020,200","$166,825","$29,334","$2,201,543","$30,530","$17,030",$0,"$203,333","$79,652",$0,"$46,941","$62,554","$237,587","$91,433","$326,472","$388,486","$1,784","$33,670",$0,"$4,159,261","$3,917,174","$83,721",$0,"$158,366","$2,731,733","$1,648,763","$9,074","$280,441","$219,084","$216,881","$43,469",$0,"$8,533",$0,"$98,092","$65,274","$24,130","$117,992",1.1300,1.0400,0.0900,"$262,348,119","$690,390","$23,506,032","$214,647,872","$61,201,239","$6,181,460","$1,406,940","$811,046","$22,467","$232,764","$3,143,986",$0,2013
2013,4807650,250906,Alba-Golden ISD,Wood,841,773.938,"$7,555,265","$2,749,007","$222,782","$4,094,767","$488,709",36.39,2.95,54.2,6.47,"$7,019,103","$5,478,221","$1,540,882","$191,102","$863,422","$4,165,616","$72,497","$41,607",$199,"$265,066","$184,083",$0,"$27,653","$234,389","$389,687","$262,120","$474,441","$828,112","$7,671","$65,962",$0,"$8,276,381","$8,073,627",$0,$0,"$202,754","$5,173,596","$3,343,858","$7,318","$404,775","$363,708","$573,022","$54,669",$0,$0,$0,$0,"$224,069","$44,655","$157,522",1.1010,1.0400,0.0610,"$238,484,262","$283,572","$27,885,938","$169,440,433","$83,477,808","$8,839,940","$855,964","$317,278",$0,$0,"$4,014,793",$0,2013
2013,4846200,250907,Winnsboro ISD,Wood,"1,490","1,389.294","$12,835,223","$4,940,988","$471,274","$6,555,065","$867,896",38.5,3.67,51.07,6.76,"$11,158,817","$8,647,366","$2,552,933",$0,$709,"$6,688,897","$160,593","$83,165","$135,827","$639,694","$158,294",$0,"$65,726","$371,480","$661,044","$381,743","$425,486","$1,189,387","$60,131","$137,350",$0,"$11,721,196","$11,201,008",$0,$0,"$520,188","$8,487,492","$5,292,584","$99,333","$486,692","$913,211","$936,546","$53,717",$0,$0,"$116,254",$0,"$182,865","$150,192","$256,098",1.1700,1.1700,0.0000,"$394,208,865","$264,570","$113,059,208","$181,596,381","$152,663,845","$22,868,107","$1,315,450","$293,546",$0,$0,"$5,395,514",$0,2013
2013,4816770,251901,Denver City ISD,Yoakum,"1,686","1,521.770","$26,244,375","$21,197,397","$595,489","$3,343,390","$1,108,099",80.77,2.27,12.74,4.22,"$16,178,119","$12,551,274","$3,650,456","$7,200,098","$9,013,691","$8,799,164","$270,841","$199,715",$0,"$853,635","$412,464",$0,"$172,307","$358,765","$1,143,367","$923,322","$661,226","$2,068,522","$52,054","$262,737","$23,611","$53,576,607","$32,415,519","$20,940,873",$0,"$220,215","$11,459,387","$7,503,299","$39,387","$429,906","$886,345","$1,120,431","$155,703",$0,$0,$0,"$235,490","$730,974","$89,700","$268,152",1.2533,1.0400,0.2133,"$2,989,144,131","$1,772,921","$346,310,195","$103,934,315","$33,983,415","$2,589,766,947","$1,644,858","$2,335,378","$21,083,124","$2,127,328","$71,376,278",$0,2013
2013,4835040,251902,Plains ISD,Yoakum,447,421.081,"$10,494,081","$9,169,882","$270,782","$513,064","$540,353",87.38,2.58,4.89,5.15,"$6,098,642","$4,963,811","$1,134,840","$2,103,064","$9,745,312","$3,280,386","$30,511","$11,618",$0,"$388,637","$76,106",$0,"$58,148","$179,947","$252,326","$433,376","$424,716","$776,065",$440,"$186,366",$9,"$25,058,905","$17,947,027","$7,029,271",$0,"$82,607","$4,159,530","$2,481,450","$1,701","$20,525","$429,676","$187,892","$67,888",$0,$0,$0,"$679,147","$291,251",$0,$0,1.2879,0.9779,0.3100,"$1,021,731,238","$2,285,752","$78,855,601","$28,583,910","$79,115,464","$853,277,122","$160,752","$2,824,211","$7,207,046","$135,766","$14,136,033",$0,2013
2013,4821360,252901,Graham ISD,Young,"2,574","2,397.210","$24,098,457","$9,374,909","$814,029","$11,777,726","$2,131,793",38.9,3.38,48.87,8.85,"$20,262,408","$15,680,857","$4,581,551","$2,989,066","$534,071","$12,291,784","$219,183","$220,840","$197,535","$949,449","$550,674",$0,"$82,434","$490,710","$1,180,776","$877,092","$741,547","$2,246,795","$4,078","$209,511",$0,"$57,213,042","$23,785,545",$0,"$33,268,326","$159,171","$15,293,533","$9,305,641","$146,534","$987,488","$2,285,691","$742,713","$55,776",$0,$0,$0,"$681,441","$661,271","$134,060","$292,918",1.3470,1.0400,0.3070,"$655,286,340","$254,579","$215,323,970","$306,262,490","$88,440,640","$118,838,379","$4,111,290","$294,429",$0,$0,"$10,162,000",$0,2013
2013,4832700,252902,Newcastle ISD,Young,195,174.915,"$2,465,375","$1,075,636","$40,335","$1,218,259","$131,145",43.63,1.64,49.41,5.32,"$1,902,956","$1,464,781","$438,175","$48,396","$29,168","$1,160,772","$14,032","$43,594",$0,"$88,466","$8,767",$0,"$6,273","$49,980","$109,411","$85,011","$158,933","$152,874",$0,"$24,843",$0,"$2,016,359","$1,980,520",$0,$0,"$35,839","$1,408,192","$795,042","$28,158","$130,907","$174,842","$19,560","$7,708",$0,$0,$0,"$122,295","$77,356","$22,727","$29,597",1.6400,1.1700,0.4700,"$53,405,530","$273,875","$6,455,220","$7,231,890","$21,025,760","$23,624,350","$212,820","$383,076",$0,$0,"$1,468,913",$0,2013
2013,4833630,252903,Olney ISD,Young,746,680.201,"$14,864,653","$7,541,970","$338,250","$5,794,572","$1,189,861",50.74,2.28,38.98,8,"$8,384,361","$6,782,516","$1,722,147","$550,059","$631,609","$4,981,176","$134,370","$63,444","$161,914","$400,764","$575,698",$0,"$47,681","$110,596","$326,243","$368,001","$453,104","$675,841","$33,262","$52,267","$120,302","$9,928,461","$9,686,331",$0,$0,"$242,130","$6,480,698","$3,539,591","$36,775","$266,261","$1,497,730","$198,604","$12,587",$0,$0,$0,"$578,661","$231,659","$60,701","$58,129",1.3600,1.1700,0.1900,"$208,052,537","$278,891","$75,993,255","$51,390,880","$37,747,230","$66,804,580","$372,080","$801,607",$0,$0,"$12,795,423",$0,2013
2013,4846710,253901,Zapata County ISD,Zapata,"3,585","3,187.021","$40,839,567","$19,639,261","$1,027,121","$14,561,444","$5,611,741",48.09,2.52,35.66,13.74,"$33,287,517","$25,860,473","$7,542,529","$2,845,793","$11,074,257","$17,645,622","$461,003","$262,261","$823,172","$1,917,457","$1,055,363","$95,254","$287,535","$1,187,971","$2,257,333","$1,441,342","$1,338,471","$3,241,009","$553,238","$720,486","$111,139","$47,911,256","$47,323,052","$177,436",$0,"$410,768","$23,411,087","$12,341,227","$63,847","$967,585","$3,030,706","$542,710","$334,792",$0,"$461,503",$0,"$4,129,782","$863,164","$177,092","$498,679",1.1597,1.0400,0.1197,"$2,102,469,701","$586,463","$312,081,647","$293,769,576","$95,951,288","$1,505,884,734","$1,561,481","$564,034",$0,"$10,906,990","$24,895,002",$0,2013
2013,4815930,254901,Crystal City ISD,Zavala,"1,992","1,795.871","$23,305,769","$3,852,395","$540,298","$14,955,555","$3,957,521",16.53,2.32,64.17,16.98,"$19,683,063","$13,903,897","$5,827,994","$1,619,081","$332,980","$9,640,654","$500,080","$319,325","$355,777","$1,031,677","$861,850","$171,105","$163,439","$599,369","$1,255,388","$838,920","$1,032,139","$2,625,775","$119,724","$167,841","$48,828","$21,948,957","$21,683,952",$0,$0,"$265,005","$13,639,678","$7,300,364","$32,928","$662,748","$1,323,368","$2,898,988","$36,181","$3,474",$0,"$261,169",$0,"$579,216","$61,114","$480,128",1.4480,1.1700,0.2780,"$210,737,267","$105,792","$83,161,712","$54,447,167","$62,372,524","$35,607,806","$3,445,360","$147,292",$0,$0,"$8,952,172",$0,2013
2013,4826250,254902,La Pryor ISD,Zavala,481,443.784,"$6,815,141","$673,186","$99,520","$5,122,099","$920,336",9.88,1.46,75.16,13.5,"$6,330,535","$4,653,798","$1,689,827","$368,742","$299,428","$3,117,206","$79,895","$60,080","$104,017","$333,144","$171,842","$60,591","$39,781","$110,526","$359,578","$420,899","$491,613","$839,077","$6,000","$136,286","$13,090","$7,011,795","$7,011,795",$0,$0,$0,"$4,283,140","$2,213,314","$4,259","$170,046","$495,389","$807,143","$8,337",$0,$0,$0,$0,"$328,396","$39,852","$216,404",1.2800,1.1700,0.1100,"$48,268,805","$100,351","$10,217,721","$11,956,350","$30,049,460","$1,314,756","$1,753,413","$122,280",$0,$0,"$1,728,103",$0,2013
2014,4813200,001902,Cayuga ISD,Anderson,553,536.913,"$8,181,198","$2,867,826","$504,112","$2,977,304","$1,831,956",35.05,6.16,36.39,22.39,"$8,328,548","$6,364,352","$1,964,196",$0,"$17,000","$4,767,662","$79,947","$10,348","$210,871","$285,268","$841,561",$0,"$46,746","$309,289","$271,576","$389,456","$283,201","$643,679",$0,"$188,944",$0,"$8,488,961","$8,345,548",$0,"$12,492","$130,921","$6,697,993","$2,860,367","$10,896","$180,011","$2,998,698","$316,451","$1,004",$0,$66,$0,$0,"$269,745","$60,755",$0,1.0400,1.0400,0.0000,"$291,576,824","$527,264","$181,079,914","$23,947,097","$96,401,534","$21,127,504","$5,139,307","$502,741",$0,"$465,371","$2,187,691",$0,2014
2014,4818390,001903,Elkhart ISD,Anderson,"1,207","1,123.365","$11,367,111","$3,911,822","$316,863","$6,600,575","$537,851",34.41,2.79,58.07,4.73,"$9,751,418","$7,648,646","$2,103,861","$1,028,294","$1,347,390","$5,622,664","$169,256","$31,007","$70,138","$577,460","$183,166",$0,"$35,950","$382,085","$391,105","$554,661","$447,823","$1,132,555",$0,"$153,548","$1,089","$12,321,867","$12,128,191",$0,$0,"$193,676","$7,181,334","$4,511,205","$12,547","$460,805","$1,090,917",$0,$0,$0,$0,$0,"$647,766","$379,660","$78,434",$0,1.3600,1.1700,0.1900,"$287,361,930","$238,079","$54,513,246","$85,047,303","$143,071,460","$46,070,490","$8,971,116","$251,283",$0,$0,"$3,399,451",$0,2014
2014,4819770,001904,Frankston ISD,Anderson,762,725.837,"$8,350,897","$3,930,863","$280,749","$3,676,300","$462,985",47.07,3.36,44.02,5.54,"$6,764,455","$5,281,984","$1,597,505","$947,208","$5,225,054","$3,580,863","$129,970","$88,758",$0,"$367,820","$157,457",$0,"$80,173","$27,489","$444,638","$543,107","$353,969","$772,594","$36,849","$180,768",$0,"$13,208,560","$13,051,751",$0,$0,"$156,809","$4,789,955","$2,912,119","$12,146","$313,844","$588,365","$25,803","$11,999",$0,$0,"$3,971","$486,635","$260,966","$70,102","$104,005",1.4700,1.1700,0.3000,"$284,757,977","$373,698","$53,411,734","$133,904,045","$88,238,026","$60,875,096","$6,058,362","$379,051",$0,$0,"$4,294,044",$0,2014
2014,4832250,001906,Neches ISD,Anderson,389,376.778,"$3,905,867","$1,530,776","$95,297","$2,051,959","$227,835",39.19,2.44,52.54,5.83,"$3,696,621","$2,833,538","$863,083","$328,870","$118,879","$1,991,586","$20,792",$0,"$6,829","$261,870","$63,431",$0,"$47,276","$141,801","$277,668","$146,740","$171,468","$469,780",$0,"$97,380",$0,"$4,223,986","$4,144,370",$0,$0,"$79,616","$2,443,402","$1,602,741","$11,592","$136,637","$406,634","$38,296",$995,$0,"$5,523",$0,"$207,889",$0,"$33,095",$0,1.3641,1.0400,0.3241,"$130,055,501","$334,333","$41,091,768","$25,104,570","$50,239,134","$26,683,756","$1,933,022","$295,413",$0,$0,"$2,056,611",$0,2014
2014,4834050,001907,Palestine ISD,Anderson,"3,263","3,018.452","$39,552,081","$16,254,609","$990,270","$14,763,885","$7,543,317",41.1,2.5,37.33,19.07,"$33,493,508","$24,338,809","$9,442,203","$4,629,559","$2,956,993","$17,881,307","$177,804","$826,638","$780,442","$2,097,599","$1,118,318","$157,307","$205,521","$1,388,360","$1,840,449","$1,298,451","$1,041,081","$3,326,003","$217,072","$1,137,156","$263,851","$41,787,310","$41,367,564",$0,"$116,216","$303,530","$23,291,205","$14,415,723","$139,665","$1,259,535","$2,079,629","$677,910","$244,532",$0,"$399,322",$0,"$2,130,913","$1,128,371","$214,395","$601,210",1.5660,1.1700,0.3960,"$1,008,015,549","$308,923","$490,579,123","$446,598,111","$223,013,789","$3,801,569","$18,013,486","$334,976",$0,$0,"$16,190,158",$0,2014
2014,4843290,001908,Westwood ISD,Anderson,"1,602","1,503.275","$14,497,616","$5,230,227","$518,638","$7,673,243","$1,075,508",36.08,3.58,52.93,7.42,"$13,520,171","$9,979,763","$3,540,408",$0,"$2,300,531","$7,681,379","$133,116","$151,914",$0,"$862,093","$268,556",$0,"$96,740","$530,142","$841,942","$585,801","$534,969","$1,408,839","$27,625","$397,055",$0,"$16,081,290","$15,820,702",$0,$0,"$260,588","$9,802,317","$5,998,162","$64,301","$317,741","$1,211,199","$1,323,446","$8,373",$0,"$75,217",$0,$0,"$455,317","$124,779","$223,782",1.1700,1.1700,0.0000,"$434,645,368","$271,314","$254,802,721","$153,888,725","$72,544,494","$13,974,108","$10,916,674","$290,625",$0,$0,"$7,198,285",$0,2014
2014,4840500,001909,Slocum ISD,Anderson,412,371.520,"$3,827,394","$1,253,043","$104,265","$2,233,290","$236,796",32.74,2.72,58.35,6.19,"$3,470,021","$2,715,752","$754,269","$106,914","$190,901","$2,239,504","$51,418",$796,"$1,744","$192,444","$44,016",$0,$341,"$141,030","$193,470","$99,287","$203,653","$289,825",$0,"$12,493",$0,"$3,814,519","$3,767,836",$0,$0,"$46,683","$2,645,693","$1,608,375","$7,171","$204,651","$334,713","$366,210","$5,930",$0,$0,$0,$0,"$85,599","$33,044",$0,1.0400,1.0400,0.0000,"$117,032,981","$284,061","$10,074,378","$21,194,250","$77,684,151","$20,032,442","$4,686,517","$294,172",$0,$0,"$7,171,653",$0,2014
2014,4808280,002901,Andrews ISD,Andrews,"3,758","3,553.745","$43,641,340","$35,393,658","$1,248,745","$4,312,548","$2,686,389",81.1,2.86,9.88,6.16,"$35,640,748","$29,736,489","$6,228,890","$6,170,489","$7,661,642","$20,644,934","$423,638","$46,963","$594,802","$1,586,067","$1,113,429","$65,693","$335,225","$987,847","$2,045,086","$1,690,334","$1,287,621","$4,180,462","$49,928","$588,719","$29,312","$81,775,219","$49,797,510","$31,622,729",$0,"$354,980","$26,310,615","$15,742,511","$205,598","$930,966","$3,443,774","$2,910,307","$121,226",$0,"$253,765",$0,"$483,327","$1,505,510","$243,497","$470,134",1.1700,1.0600,0.1100,"$5,276,450,443","$1,404,058","$625,940,502","$491,647,687","$51,778,249","$4,241,113,645","$8,990,550","$1,686,215","$31,778,268","$1,666,889","$30,209,592",$0,2014
2014,4800074,003801,Pineywoods Community Academy,Angelina,701,654.037,"$6,098,173",$0,"$382,029","$5,297,797","$418,347",0,6.26,86.88,6.86,"$5,455,398","$4,069,310","$1,447,314","$77,273",$0,"$3,477,433",$0,$20,$0,"$326,567","$39,675",$0,"$103,604","$112,432","$314,885","$246,421","$385,957","$334,254",$117,"$114,033","$61,226","$5,593,897","$5,593,897",$0,$0,$0,"$4,002,307","$3,262,781",$0,"$3,952","$493,306","$145,725",$0,$0,$0,$0,$0,"$75,672",$0,"$20,871",,,,,,,,,,,$0,$0,$0,"$2,154,289",$0,2014
2014,4823790,003902,Hudson ISD,Angelina,"2,774","2,609.918","$27,452,971","$5,059,479","$1,906,164","$17,978,093","$2,509,235",18.43,6.94,65.49,9.14,"$22,469,990","$17,660,773","$4,817,060","$1,763,664","$1,637,412","$12,444,956","$316,348","$480,106","$98,967","$1,338,118","$756,705","$134,717","$148,843","$793,694","$1,560,987","$650,160","$891,709","$2,486,265","$283,716","$84,699","$1,776","$30,492,470","$25,878,909",$0,"$4,507,850","$105,711","$16,178,679","$8,268,516","$988,095","$909,966","$1,989,621","$70,143","$164,404","$412,200","$202,847",$0,"$2,081,017","$461,933","$238,704","$391,233",1.2400,1.1700,0.0700,"$377,467,907","$136,074","$83,013,507","$286,798,626","$74,319,794",$0,"$10,406,530","$158,065",$0,$0,"$12,305,690",$0,2014
2014,4828550,003903,Lufkin ISD,Angelina,"8,383","7,632.789","$78,329,431","$28,105,994","$1,801,812","$38,832,719","$9,588,906",35.88,2.3,49.58,12.24,"$71,319,364","$56,453,310","$14,901,542","$5,003,496","$1,844,081","$38,818,601","$845,998","$1,862,712","$1,622,747","$3,658,184","$2,170,966","$108,199","$672,679","$3,038,523","$4,869,049","$1,702,451","$1,857,177","$7,443,021","$618,764","$2,030,293","$35,488","$86,575,089","$78,202,429",$0,"$7,692,625","$680,035","$51,437,892","$31,122,726","$130,755","$2,046,202","$7,787,101","$4,280,080","$519,468","$187,768","$303,062",$0,"$1,608,573","$990,307","$559,853","$1,901,997",1.2070,1.0400,0.1670,"$2,179,040,257","$259,936","$1,101,143,859","$1,229,112,874","$179,956,624","$1,431,097","$32,121,830","$289,951",$0,$0,"$23,749,591",$0,2014
2014,4824000,003904,Huntington ISD,Angelina,"1,760","1,635.707","$18,172,587","$3,209,710","$713,643","$12,590,170","$1,659,064",17.66,3.93,69.28,9.13,"$14,718,966","$11,296,900","$3,422,066","$1,644,669","$225,400","$7,423,746","$176,939","$58,455","$267,501","$967,066","$508,104",$0,"$187,558","$579,939","$880,583","$905,506","$635,960","$1,618,910","$308,299","$200,400",$0,"$16,640,407","$16,589,035",$0,$0,"$51,372","$10,088,625","$4,991,336","$819,629","$584,061","$1,539,210","$1,213,392","$26,681",$0,$122,$0,$0,"$559,816","$184,270","$170,108",1.4500,1.1700,0.2800,"$229,075,423","$130,156","$40,352,610","$159,369,490","$89,827,486","$871,460","$6,598,270","$150,885",$0,$0,"$5,724,042",$0,2014
2014,4817040,003905,Diboll ISD,Angelina,"1,982","1,780.250","$20,310,012","$3,274,865","$794,498","$13,699,188","$2,541,461",16.12,3.91,67.45,12.51,"$17,899,265","$13,422,848","$4,680,696","$3,423,685","$329,141","$9,520,374","$323,324","$271,817","$321,850","$998,000","$604,866",$0,"$138,948","$640,825","$1,138,354","$667,634","$658,503","$2,002,918","$77,054","$534,798","$204,279","$21,965,551","$21,856,370",$0,$0,"$109,181","$12,854,464","$7,638,030","$92,239","$572,917","$1,337,649","$508,906","$128,953",$0,"$38,675",$0,"$1,547,523","$467,910",$0,"$521,662",1.2800,1.1700,0.1100,"$262,492,347","$132,438","$132,828,550","$140,571,912","$39,645,610","$750,280","$3,059,010","$152,758",$0,$0,"$6,917,036",$0,2014
2014,4846740,003906,Zavalla ISD,Angelina,410,384.001,"$5,400,290","$1,399,247","$76,351","$3,146,564","$778,128",25.91,1.41,58.27,14.41,"$4,146,486","$3,235,990","$910,496","$493,776","$15,810","$2,490,329","$49,803","$11,890","$4,102","$148,419","$51,942",$0,"$28,680","$227,152","$232,272","$107,281","$316,731","$375,040","$52,415","$50,430",$0,"$4,679,711","$4,656,072",$0,$0,"$23,639","$2,949,829","$1,771,927","$11,424","$131,653","$423,988","$304,884",$0,$0,$0,$0,"$158,263","$92,817","$33,383","$21,490",1.4906,1.1700,0.3206,"$91,746,898","$223,773","$13,592,350","$73,000,672","$33,649,621","$85,695","$2,118,210","$245,376",$0,$0,"$4,525,843",$0,2014
2014,4813500,003907,Central ISD,Angelina,"1,592","1,520.351","$16,516,992","$3,331,066","$910,297","$10,582,369","$1,693,260",20.17,5.51,64.07,10.25,"$14,635,972","$10,946,618","$3,689,480","$809,406","$466,459","$8,053,151","$385,968","$266,521","$310,488","$758,866","$482,390",$0,"$154,651","$605,731","$739,666","$513,769","$576,619","$1,616,263","$96,954","$74,935",$126,"$16,010,576","$15,911,963",$0,$0,"$98,613","$10,609,760","$6,654,255","$30,227","$489,279","$1,746,834","$365,979","$10,753","$42,000","$43,069",$0,"$689,639","$370,123","$119,915","$47,687",1.3300,1.1700,0.1600,"$241,041,684","$151,408","$40,610,220","$161,466,569","$68,872,084","$19,641,070","$5,857,330","$171,529",$0,$0,"$3,504,021",$0,2014
2014,4808550,004901,Aransas County ISD,Aransas,"3,212","2,998.329","$36,643,852","$25,513,969","$1,318,424","$5,651,970","$4,159,489",69.63,3.6,15.42,11.35,"$31,630,817","$23,894,062","$7,928,942","$2,782,471","$9,209,957","$16,719,888","$301,636","$603,617","$197,399","$1,478,307","$1,022,862",$0,"$210,933","$1,069,108","$1,893,616","$1,195,769","$1,538,548","$4,740,483","$225,409","$433,242","$188,057","$48,361,252","$43,815,432","$4,473,798",$0,"$72,022","$21,455,369","$13,757,421","$71,221","$793,622","$2,949,268","$593,198","$39,231",$0,"$209,539",$0,"$1,653,643","$855,059","$262,144","$271,023",1.1605,1.0401,0.1204,"$2,477,040,735","$771,183","$341,445,580","$2,091,776,590","$286,632,104","$27,520,250","$19,652,120","$866,239","$4,468,529","$3,065,237","$14,618,361",$0,2014
2014,4808610,005901,Archer City ISD,Archer,487,456.885,"$8,734,119","$5,597,420","$222,545","$2,657,809","$256,345",64.09,2.55,30.43,2.93,"$5,373,574","$4,419,548","$1,080,690","$136,650","$1,263,273","$3,305,008","$93,058","$19,340",$0,"$255,868","$127,186",$0,"$48,609","$130,939","$256,645","$391,584","$256,490","$457,722","$13,782","$17,343","$108,484","$7,028,310","$6,900,161",$0,$0,"$128,149","$4,200,017","$2,607,558","$14,466","$228,909","$496,057","$399,591","$2,515",$0,"$1,380",$0,$0,"$300,114","$48,756","$100,671",1.1100,1.0400,0.0700,"$223,250,119","$458,419","$52,047,027","$59,758,862","$43,124,181","$87,365,730","$493,430","$1,084,023",$0,$0,"$3,604,439",$0,2014
2014,4823400,005902,Holliday ISD,Archer,892,854.926,"$9,303,161","$4,657,134","$407,277","$3,972,028","$266,722",50.06,4.38,42.7,2.87,"$7,333,304","$5,638,562","$1,694,742","$1,330,484","$6,290,852","$4,262,727","$98,503","$39,712",$0,"$402,225","$117,864",$0,"$54,925","$177,190","$228,703","$646,232","$283,731","$786,822","$36,958","$197,712",$0,"$19,353,779","$14,954,640",$0,"$4,230,963","$168,176","$5,439,384","$3,682,516","$29,059","$376,685","$551,560","$249,940",$410,$0,"$53,614",$0,$0,"$348,183","$99,421","$47,996",1.4800,1.0400,0.4400,"$302,270,843","$338,869","$55,709,373","$186,603,814","$35,584,613","$61,846,670","$631,794","$371,967",$0,$0,"$11,621,717",$0,2014
2014,4846080,005904,Windthorst ISD,Archer,461,444.175,"$5,284,271","$949,967","$307,956","$3,778,783","$247,565",17.98,5.83,71.51,4.68,"$4,448,102","$3,351,563","$1,114,137","$175,663","$546,416","$2,447,592","$40,971","$7,496",$0,"$335,550","$18,854",$0,"$53,112","$138,342","$260,014","$311,557","$262,160","$567,637","$1,917","$2,900",$0,"$5,251,528","$5,187,779",$0,$0,"$63,749","$3,254,319","$1,912,260","$10,439","$260,298","$280,205","$134,179","$23,913",$0,$0,$0,"$282,595","$261,817","$58,420","$30,193",1.2600,1.1700,0.0900,"$70,672,416","$153,302","$14,237,221","$28,728,315","$30,535,400","$7,016,170","$332,680","$165,704",$0,$0,"$4,302,124",$0,2014
2014,4814250,006902,Claude ISD,Armstrong,369,349.707,"$4,522,924","$1,568,599","$120,587","$2,582,118","$251,620",34.68,2.67,57.09,5.56,"$3,977,458","$3,093,235","$884,223","$137,438","$152,875","$2,169,007","$72,937","$12,255",$0,"$259,948","$67,923",$0,"$64,477","$105,207","$175,791","$244,187","$344,356","$362,388",$0,"$98,982",$0,"$4,433,855","$4,267,771",$0,"$55,000","$111,084","$2,920,930","$1,841,138","$11,450","$178,594","$400,005",$0,$755,$0,$0,$0,"$243,171","$190,951",$655,"$54,211",1.1500,1.0400,0.1100,"$131,681,798","$356,861","$33,704,473","$36,219,993","$71,918,556",$0,"$467,520","$361,619",$0,$497,"$3,174,219",$0,2014
2014,4813710,007901,Charlotte ISD,Atascosa,534,485.986,"$6,318,288","$2,713,443","$201,911","$2,863,223","$539,711",42.95,3.2,45.32,8.54,"$5,451,333","$4,125,950","$1,325,512","$482,350","$5,984","$2,788,360","$67,128","$49,268","$18,224","$370,812","$166,549","$1,625","$28,267","$115,649","$323,639","$192,503","$490,507","$708,919","$3,602","$126,281",$129,"$8,532,523","$5,939,796",$0,"$2,475,834","$116,893","$3,729,253","$1,877,330","$9,930","$218,116","$433,355","$320,440","$59,337",$0,"$66,218",$0,"$391,756","$162,487","$28,782","$161,502",1.1896,1.0270,0.1626,"$174,153,837","$326,131","$53,263,890","$28,221,191","$50,224,631","$54,159,229","$1,984,590","$487,369",$0,$0,"$2,821,780",$0,2014
