Year,NCES ID,State ID (CDN),District Name,County,Reported Enrollment,Average Daily Attendance (ADA),Total Revenue,Local Tax Revenue,Other Local & Intermediate ,State Revenue,Federal Revenue,Local Tax Revenue (%),Other Local & Intermediate (%),State Revenue (%),Federal Revenue (%),Total Operating Expenditures (TOP),Payroll,Other Operating,Debt Service,Capital Outlay,TOP - Instruction ,TOP - Instructional Res Media,TOP - Curriculum/Staff Develop,Instructional Leadership,School Leadership,Guidance Counseling Svcs,Social Work Services,Health Services,Transportation,Food,Extracurricular,General Administration,Plant Maint/Operation,Security/Monitoring,Data Processing Services,Community Services,Total Disbursments,Total Expenditures,Recapture,Total Other Uses,Intergovernmental Charge,Program Operating Expenditures,Regular,Gifted & Talented,Career and Technical,Students with Disabilities,Accelerated Education,Bilingual,Nondisc Alt Ed-AEP Basic Serv,Disc Alt Ed-AEP Basic Serv,Disc Alt Ed-AEP Supplemental Serv,T1 A Schoolwide- St Comp >=40%,Athletics/Related Activities,High School Allotment,Prekindergarten,Total Tax Rate,M&O Rates,I&S Rates,Property Value,Property Value Per Pupil,Prop Val: Business,Prop Val: Residential,Prop Val: Land,Prop Val: Oil and Gas,Prop Val: Other,Wealth Per ADA,Recapture*,ASATAR*,Surplus,Deficit,Year Fixed
2012,4832190,093904,Navasota ISD,Grimes,"2,971","2,752.095","$30,926,307","$16,436,340","$1,448,092","$6,908,453","$6,133,422",53.15,4.68,22.34,19.83,"$25,996,608","$19,124,786","$8,018,078","$2,913,264","$411,440","$13,873,800","$274,371","$102,253","$729,968","$1,485,044","$689,879",$0,"$200,539","$1,195,183","$1,747,356","$847,094","$921,957","$3,151,933","$106,589","$670,642","$1,146,256","$39,336,983","$30,467,568",$0,"$8,259,232","$610,183","$18,134,953","$10,179,032","$45,590","$788,394","$2,967,610","$616,229","$484,938",$306,"$133,475",$0,"$1,875,890","$734,192","$160,437","$148,860",1.2289,1.0400,0.1889,"$1,312,187,108","$441,665","$723,546,114","$320,720,072","$316,963,056","$48,121,415","$25,625,318","$482,333",$0,"$216,191","$4,589,226",$0,2012
2012,4836990,093905,Richards ISD,Grimes,133,122.975,"$1,985,445","$1,044,413","$129,629","$646,906","$164,497",52.6,6.53,32.58,8.29,"$2,025,938","$1,399,717","$626,221","$30,068","$4,063","$983,016","$34,154","$6,743",$0,"$114,994","$21,560",$0,"$1,672","$76,119","$109,515","$27,799","$222,776","$427,590",$0,$0,$0,"$2,479,942","$2,060,069","$357,705",$0,"$62,168","$1,201,312","$887,200",$600,"$68,701","$42,426",$0,$0,$0,$0,$0,"$145,192","$21,371",$0,"$35,822",1.0400,1.0400,0.0000,"$149,490,722","$1,123,990","$13,261,968","$24,784,760","$53,948,813","$70,213,105","$2,296,390","$993,746","$356,614","$505,366","$1,112,018",$0,2012
2012,4839690,094901,Seguin ISD,Guadalupe,"7,391","6,745.280","$68,894,459","$33,866,523","$2,127,580","$23,189,790","$9,710,566",49.16,3.09,33.66,14.09,"$59,542,093","$49,112,760","$10,446,500","$5,398,977","$1,281,738","$34,381,358","$1,171,605","$1,572,282","$921,136","$3,209,847","$2,031,672","$479,920","$497,698","$2,016,167","$3,561,108","$1,740,216","$1,514,731","$5,523,114","$241,643","$679,596","$17,167","$66,824,181","$66,239,975",$0,$0,"$584,206","$43,828,132","$24,871,545","$333,992","$1,844,215","$6,652,805","$5,834,861","$311,201","$492,117","$721,570",$0,$0,"$1,152,407","$556,178","$1,057,241",1.2598,1.0400,0.2198,"$2,503,646,333","$338,743","$926,862,290","$1,640,617,713","$301,163,176","$54,319,880","$42,351,277","$392,707",$0,$0,"$30,643,374",$0,2012
2012,4839480,094902,Schertz-Cibolo-U City ISD,Guadalupe,"13,014","12,391.956","$112,157,671","$50,802,607","$3,785,481","$51,833,835","$5,735,748",45.3,3.38,46.22,5.11,"$89,572,200","$75,492,626","$14,278,948","$16,652,098","$14,320,806","$53,437,644","$1,138,469","$1,438,973","$841,002","$5,105,707","$3,278,051","$186,576","$974,945","$3,076,274","$3,920,054","$2,983,898","$2,591,137","$9,125,394","$418,896","$1,055,180","$199,374","$121,319,660","$120,744,478",$0,$0,"$575,182","$68,752,206","$44,957,664","$330,883","$2,027,193","$12,309,316","$1,435,714","$160,561","$714,610","$420,406",$0,"$876,172","$1,628,300","$3,304,284","$587,103",1.4350,1.0400,0.3950,"$3,429,630,647","$263,534","$736,911,370","$3,052,954,712","$140,415,712",$0,"$24,092,798","$300,345",$0,"$5,306,013","$42,507,017",$0,2012
2012,4832160,094903,Navarro ISD,Guadalupe,"1,598","1,522.638","$15,595,435","$7,830,791","$1,090,185","$5,480,899","$1,193,560",50.21,6.99,35.14,7.65,"$11,998,991","$9,251,201","$2,747,790","$2,259,488","$480,206","$6,528,864","$281,512","$47,662","$180,447","$691,163","$357,125",$0,"$136,835","$416,528","$805,759","$661,428","$524,204","$1,174,432","$11,784","$181,248",$0,"$23,853,957","$14,738,685",$0,"$9,030,000","$85,272","$8,690,279","$5,996,484","$48,920","$352,917","$939,359","$670,233","$14,281",$0,$0,$0,$0,"$417,283","$186,369","$64,433",1.4600,1.1200,0.3400,"$515,095,706","$322,338","$146,496,231","$337,464,176","$86,525,935",$0,"$6,185,189","$361,733",$0,$0,"$5,367,424",$0,2012
2012,4829100,094904,Marion ISD,Guadalupe,"1,370","1,285.736","$12,716,328","$7,026,715","$384,039","$4,493,774","$811,800",55.26,3.02,35.34,6.38,"$10,183,045","$8,074,939","$2,491,765","$956,523","$593,092","$5,650,412","$231,439","$28,326","$170,209","$532,490","$95,659","$92,530","$113,266","$402,757","$556,395","$433,316","$446,438","$1,240,171","$39,840","$149,797","$21,313","$12,191,542","$12,116,319",$0,$0,"$75,223","$7,385,188","$4,772,565","$27,752","$210,702","$1,160,744","$475,251","$30,748",$0,"$56,870",$0,$0,"$433,124","$135,113","$82,319",1.3032,1.1700,0.1332,"$459,620,486","$335,489","$251,564,626","$210,143,674","$105,267,012",$0,"$13,732,366","$422,633",$0,$0,"$10,345,451",$0,2012
2012,4807410,095901,Abernathy ISD,Hale,763,725.468,"$10,534,524","$8,600,827","$222,193","$1,027,944","$683,560",81.64,2.11,9.76,6.49,"$7,770,936","$5,854,391","$5,188,499","$1,614,240","$280,987","$4,311,139","$60,473","$63,378","$15,506","$531,877","$166,236",$0,"$58,168","$191,517","$272,731","$519,842","$473,514","$974,777","$2,783","$128,995","$9,342","$13,121,162","$12,938,117",$0,$0,"$183,045","$5,561,106","$3,406,948","$14,614","$306,790","$600,181","$135,195","$12,023",$0,"$14,584",$0,"$534,124","$290,092","$82,883","$163,672",1.5000,1.1700,0.3300,"$465,786,303","$610,467","$65,928,417","$66,285,620","$50,043,244","$306,304,273","$1,014,595","$776,136","$159,033",$0,"$5,929,444",$0,2012
2012,4815360,095902,Cotton Center ISD,Hale,125,117.324,"$1,918,580","$541,473","$81,524","$1,102,037","$193,546",28.22,4.25,57.44,10.09,"$1,866,649","$1,286,768","$579,881",$0,"$73,230","$902,901","$15,849","$12,384",$0,"$142,831","$21,044",$0,"$19,283","$96,494","$113,389","$57,980","$199,473","$285,021",$0,$0,$0,"$1,976,447","$1,939,879",$0,$0,"$36,568","$1,193,433","$700,583","$4,476","$115,464","$96,554","$33,609","$8,454",$0,$0,$0,"$173,056","$49,165","$12,072",$0,1.1700,1.1700,0.0000,"$41,714,264","$333,714","$5,419,217","$2,481,949","$36,332,900","$16,260","$27,731","$401,611",$0,$0,"$622,678",$0,2012
2012,4822050,095903,Hale Center ISD,Hale,682,617.290,"$8,261,229","$1,221,904","$211,986","$4,860,938","$1,966,401",14.79,2.57,58.84,23.8,"$6,049,044","$4,377,059","$2,259,315","$555,425","$135,092","$3,088,013","$86,705","$21,246","$77,745","$319,239","$154,346","$8,810","$29,925","$145,403","$421,982","$343,540","$410,323","$773,337","$5,219","$163,211","$587,330","$7,987,254","$7,326,891",$0,$0,"$660,363","$4,646,097","$2,028,169","$39,870","$283,593","$448,339","$663,226","$23,755",$0,"$18,182",$0,"$695,197","$216,218","$48,074","$181,474",1.3006,1.0400,0.2606,"$85,040,341","$124,693","$21,125,320","$31,291,897","$47,563,898",$0,"$488,345","$150,933",$0,$0,"$4,915,830",$0,2012
2012,4834680,095904,Petersburg ISD,Hale,280,244.791,"$2,937,617","$761,501","$64,906","$1,760,919","$350,291",25.92,2.21,59.94,11.92,"$2,725,672","$2,125,187","$600,485",$0,"$49,423","$1,386,878","$37,344","$9,515",$65,"$209,079","$64,679","$2,225",$0,"$62,494","$156,225","$133,086","$253,674","$366,855","$3,440","$40,113",$0,"$2,851,817","$2,775,095",$0,$0,"$76,722","$1,873,496","$965,077","$3,317","$146,131","$181,624","$27,430","$7,552",$0,$0,$0,"$378,302","$93,545","$27,236","$43,282",1.1700,1.1700,0.0000,"$62,820,402","$224,359","$18,247,393","$15,359,558","$35,504,371","$121,180","$1,263,207","$246,567",$0,$0,"$1,656,667",$0,2012
2012,4835070,095905,Plainview ISD,Hale,"5,777","5,308.191","$47,402,133","$12,604,998","$1,361,668","$25,902,654","$7,532,813",26.59,2.87,54.64,15.89,"$44,196,779","$33,793,682","$10,468,337","$307,746","$7,509,098","$26,260,194","$410,412","$483,270","$772,606","$2,442,218","$1,575,047","$180,352","$479,941","$1,407,825","$2,689,400","$1,745,335","$901,248","$3,940,621","$211,344","$696,966","$65,240","$52,368,243","$52,078,863",$0,"$125,023","$164,357","$33,923,957","$20,710,164","$318,905","$1,302,278","$4,738,159","$2,488,141","$146,997","$613,899","$359,930",$0,"$1,882,506","$1,041,804","$310,096","$11,078",1.0400,1.0400,0.0000,"$1,125,400,000","$194,807","$686,423,723","$475,957,322","$157,195,540",$500,"$4,639,688","$215,943",$0,$0,"$20,539,779",$0,2012
2012,4830180,096904,Memphis ISD,Hall,557,515.734,"$7,197,533","$1,215,342","$138,077","$4,325,620","$1,518,494",16.89,1.92,60.1,21.1,"$6,016,658","$4,451,166","$1,571,419","$77,664","$489,213","$3,358,468","$150,792","$108,656",$0,"$390,827","$107,471",$0,"$48,286","$178,137","$370,209","$300,001","$373,367","$490,983","$2,936","$136,525","$5,927","$6,739,630","$6,589,462",$0,$0,"$150,168","$4,463,879","$2,400,622","$14,554","$242,955","$500,326","$85,909","$46,643",$0,$0,$0,"$750,944","$249,017","$43,537","$129,372",1.0400,1.0400,0.0000,"$117,111,479","$210,254","$41,772,620","$35,712,840","$55,783,680",$0,"$182,820","$230,420",$0,"$398,970","$4,902,001",$0,2012
2012,4843400,096905,Turkey-Quitaque ISD,Hall,225,212.172,"$3,014,416","$415,013","$260,006","$2,035,752","$303,645",13.77,8.63,67.53,10.07,"$2,655,015","$1,893,220","$761,795",$0,"$66,996","$1,557,001","$22,744","$2,927",$0,"$67,261","$15,965",$0,"$1,964","$138,810","$173,941","$169,410","$186,657","$260,330",$0,"$58,005",$0,"$2,741,698","$2,722,011",$0,$0,"$19,687","$1,809,542","$959,753","$5,711","$189,757","$143,438","$44,847","$17,809",$0,$0,$0,"$279,127","$119,531","$24,379","$25,190",1.0400,1.0400,0.0000,"$39,397,422","$175,100","$8,156,277","$10,342,830","$26,633,005",$0,"$203,450","$202,383",$0,"$7,744","$1,136,199",$0,2012
2012,4822230,097902,Hamilton ISD,Hamilton,785,729.913,"$8,410,164","$3,356,856","$249,933","$4,034,880","$768,495",39.91,2.97,47.98,9.14,"$7,131,781","$5,337,638","$1,799,578","$421,375","$397,770","$4,034,040","$111,837","$33,099",$0,"$476,879","$133,134",$0,"$52,886","$279,840","$365,826","$352,603","$366,654","$924,983",$0,$0,$0,"$8,302,177","$7,956,361",$0,$0,"$345,816","$5,226,730","$3,055,980","$64,478","$367,858","$794,811","$615,105","$13,840",$0,"$51,912",$0,$0,"$228,692","$34,054",$0,1.2100,1.0400,0.1700,"$270,137,644","$344,124","$79,422,810","$103,196,770","$139,649,801","$1,360,670","$1,617,560","$363,627",$0,"$225,471","$2,745,907",$0,2012
2012,4823070,097903,Hico ISD,Hamilton,580,537.798,"$6,386,285","$1,920,374","$289,489","$3,620,784","$555,638",30.07,4.53,56.7,8.7,"$5,685,578","$4,405,313","$1,280,265","$421,404","$111,450","$3,180,702","$145,879","$1,225","$60,070","$328,573","$113,528",$0,"$51,140","$194,754","$380,388","$255,780","$271,274","$626,370",$0,"$75,895",$0,"$6,417,366","$6,218,432",$0,$0,"$198,934","$4,218,172","$2,468,526","$16,845","$261,471","$413,788","$1,538","$37,678",$0,"$60,650",$0,"$606,588","$201,159","$53,040","$96,889",1.2400,1.1700,0.0700,"$152,343,788","$262,662","$31,156,469","$51,778,740","$94,678,190",$0,"$2,256,510","$272,117",$0,"$547,117","$3,254,968",$0,2012
2012,4821930,098901,Gruver ISD,Hansford,395,370.656,"$6,418,602","$3,544,470","$892,551","$1,647,097","$334,484",55.22,13.91,25.66,5.21,"$5,842,396","$3,840,923","$2,001,473","$2,525,619","$177,607","$3,198,910","$32,367","$35,172",$0,"$324,718","$83,649",$0,"$40,493","$245,023","$187,530","$247,315","$435,902","$1,010,879",$0,$438,$0,"$9,059,704","$8,545,622","$474,849",$0,"$39,233","$3,920,428","$2,440,368","$10,958","$492,563","$291,009",$0,"$101,664",$0,$0,$0,"$311,097","$162,371","$45,697","$64,701",1.0380,1.0380,0.0000,"$435,516,018","$1,102,572","$379,543,574","$29,624,986","$57,105,245","$175,485,080","$470,627","$978,255","$465,696","$1,586,193","$1,509,939",$0,2012
2012,4835890,098903,Pringle-Morse CISD,Hansford,122,111.974,"$2,097,815","$1,256,245","$169,392","$524,884","$147,294",59.88,8.07,25.02,7.02,"$1,985,043","$1,452,238","$533,070",$0,$0,"$1,063,032","$40,114","$12,733",$0,"$88,411","$3,808",$0,"$10,398","$156,296","$141,739","$22,767","$200,230","$156,351",$0,"$89,164",$265,"$3,203,091","$1,985,308","$1,193,043",$0,"$24,740","$1,250,386","$877,845",$754,$0,"$118,819",$0,$0,$0,$0,$0,"$214,681","$7,150",$0,"$31,137",1.0400,1.0400,0.0000,"$246,004,780","$2,016,433","$79,349,508","$2,101,655","$32,760,287","$133,181,090","$470,065","$2,207,966","$1,165,349","$388,223","$2,124,688",$0,2012
2012,4841010,098904,Spearman ISD,Hansford,817,774.331,"$9,799,511","$5,046,046","$345,135","$3,737,640","$670,690",51.49,3.52,38.14,6.84,"$8,333,225","$6,568,955","$1,764,270","$802,325","$57,579","$4,963,565","$137,205","$79,095","$2,500","$501,311","$210,931",$0,"$61,526","$158,372","$473,783","$428,775","$475,851","$743,466",$0,"$96,845",$0,"$9,368,117","$9,193,129",$0,$0,"$174,988","$6,365,680","$3,644,294","$23,010","$248,103","$568,997","$288,119","$536,024",$0,"$9,250","$1,909","$562,960","$317,823","$67,360","$97,831",1.2460,1.0400,0.2060,"$448,667,920","$549,165","$110,875,549","$59,770,395","$57,096,788","$242,276,396","$2,256,224","$516,225",$0,"$1,642,944","$6,424,703",$0,2012
2012,4813890,099902,Chillicothe ISD,Hardeman,190,178.933,"$2,461,429","$1,256,818","$159,846","$791,881","$252,884",51.06,6.49,32.17,10.27,"$2,325,688","$1,701,185","$624,503",$0,"$18,596","$1,099,954","$27,306","$31,820",$0,"$209,424","$46,802",$0,"$2,590","$53,570","$145,964","$102,499","$298,233","$300,210","$3,260","$4,056",$0,"$2,397,202","$2,344,284",$0,$0,"$52,918","$1,501,162","$817,435","$9,077","$167,329","$169,971","$54,565","$19,323",$0,$150,$0,"$162,632","$84,557","$16,123",$0,1.0400,1.0400,0.0000,"$117,618,625","$619,045","$39,726,360","$7,582,580","$25,558,960","$50,581,940","$518,310","$594,621","$2,080","$280,257","$2,043,152",$0,2012
2012,4836180,099903,Quanah ISD,Hardeman,531,501.004,"$7,484,973","$2,598,843","$231,841","$3,309,701","$1,344,588",34.72,3.1,44.22,17.96,"$7,252,625","$4,965,046","$2,287,879",$0,"$693,375","$4,025,578","$60,150","$39,651","$147,936","$318,189","$343,402","$1,883","$34,451","$78,357","$351,536","$324,628","$369,928","$1,086,671","$4,119","$66,146",$300,"$8,243,376","$7,946,300",$0,$0,"$297,076","$5,522,407","$2,496,328","$18,091","$406,308","$1,579,110",$0,"$2,872",$0,$0,$0,"$600,249","$265,664","$89,439","$64,346",1.0400,1.0400,0.0000,"$234,473,357","$441,569","$77,721,870","$32,218,610","$41,285,200","$100,309,290","$1,288,630","$483,580",$0,"$278,818","$5,468,848",$0,2012
2012,4825920,100903,Kountze ISD,Hardin,"1,333","1,259.925","$12,071,122","$4,586,103","$549,041","$5,894,478","$1,041,500",37.99,4.55,48.83,8.63,"$11,054,896","$8,542,587","$2,521,484","$894,741","$17,694","$5,830,621","$216,659","$16,965","$16,626","$632,949","$253,919",$0,"$138,346","$587,235","$666,194","$702,258","$630,039","$1,293,582","$5,737","$63,766","$9,175","$12,145,671","$11,976,506",$0,$0,"$169,165","$7,683,220","$4,716,278","$25,491","$406,742","$1,000,735","$391,767","$4,163",$0,"$130,954",$0,"$392,248","$407,970","$128,931","$77,941",1.2200,1.0400,0.1800,"$344,148,541","$258,176","$85,778,980","$119,048,080","$83,652,520","$91,627,780","$17,254,510","$295,727",$0,$0,"$3,134,004",$0,2012
2012,4840230,100904,Silsbee ISD,Hardin,"2,808","2,620.336","$28,008,731","$8,937,169","$1,396,440","$14,197,739","$3,477,383",31.91,4.99,50.69,12.42,"$24,997,146","$17,406,897","$7,597,263","$1,713,605","$396,406","$12,891,369","$368,774","$244,732","$412,072","$1,649,953","$763,519","$43,891","$280,978","$912,047","$1,589,222","$1,188,797","$913,341","$3,228,537","$174,011","$335,903","$7,014","$27,114,171","$27,114,171",$0,$0,$0,"$16,927,227","$9,088,204","$853,582","$1,093,298","$3,176,783","$1,037,358","$68,061","$71,321","$21,898","$90,481","$549,516","$511,901","$244,005","$120,819",1.3178,1.1700,0.1478,"$641,268,994","$228,372","$244,473,150","$314,121,510","$91,501,120","$74,302,180","$28,388,970","$250,360",$0,$0,"$6,410,401",$0,2012
2012,4822410,100905,Hardin-Jefferson ISD,Hardin,"2,036","1,921.334","$20,666,199","$12,097,404","$1,522,254","$5,370,566","$1,675,975",58.54,7.37,25.99,8.11,"$17,191,822","$13,243,192","$3,948,630","$2,499,378","$145,253","$9,133,634","$200,534","$220,535","$461,664","$855,045","$667,176",$0,"$135,770","$810,999","$974,799","$646,682","$541,398","$2,258,290","$59,550","$225,746",$0,"$20,528,306","$19,836,453",$0,$0,"$691,853","$12,812,454","$7,712,103","$199,117","$496,602","$2,687,747","$765,592","$26,829",$0,$0,$0,$0,"$546,290","$167,279","$210,895",1.2850,1.0400,0.2450,"$1,046,402,558","$513,950","$196,521,300","$332,556,980","$141,968,100","$475,593,970","$12,817,870","$477,202",$0,"$2,658,182","$7,668,315",$0,2012
2012,4813530,100907,Lumberton ISD,Hardin,"3,877","3,655.583","$31,459,309","$10,511,097","$1,318,812","$17,529,314","$2,100,086",33.41,4.19,55.72,6.68,"$25,283,162","$20,140,439","$5,152,305","$1,660,611","$2,760,626","$14,651,566","$280,687","$19,236","$453,799","$1,436,576","$880,130",$0,"$275,939","$978,917","$1,391,663","$900,005","$779,128","$2,867,185","$80,775","$287,556","$9,582","$31,799,085","$29,713,981",$0,"$1,378,972","$706,132","$19,279,163","$10,856,359","$889,489","$1,126,193","$4,531,756","$1,160,714","$75,855",$0,$0,$0,$0,"$610,804","$11,107","$16,886",1.1625,1.0400,0.1225,"$866,407,520","$223,474","$134,039,400","$724,936,900","$99,717,220","$18,294,900","$25,945,650","$240,139",$0,"$1,259,972","$7,879,220",$0,2012
2012,4845000,100908,West Hardin County CISD,Hardin,610,553.566,"$6,201,604","$2,191,071","$210,275","$3,284,504","$515,754",35.33,3.39,52.96,8.32,"$5,369,582","$3,917,454","$1,452,128","$261,100",$0,"$2,946,166","$75,663","$4,141","$72,088","$231,571","$5,637",$0,"$60,031","$238,509","$338,118","$271,686","$308,980","$722,596","$5,097","$89,299",$0,"$5,797,391","$5,630,682",$0,$660,"$166,049","$3,653,951","$2,043,740","$28,927","$290,498","$454,554","$428,099","$1,282",$0,$0,$0,"$120,313","$213,469","$50,129","$22,940",1.1919,1.0400,0.1519,"$159,230,387","$261,033","$43,201,140","$36,591,020","$58,633,320","$33,387,080","$8,432,000","$319,180",$0,$0,"$1,687,501",$0,2012
2012,4800018,101802,Ser-Ninos Charter School,Harris,831,710.861,"$8,500,620",$0,"$948,046","$6,358,920","$1,193,654",0,11.15,74.81,14.04,"$6,533,287","$4,116,129","$2,424,011","$345,155",$0,"$3,811,897","$19,405","$32,907",$0,"$387,495","$26,267",$0,"$41,980",$0,"$459,389","$7,265","$815,207","$736,361","$164,424","$30,690","$6,853","$6,885,295","$6,885,295",$0,$0,$0,"$4,319,951","$2,721,642",$0,$0,"$207,745","$871,905","$377,532",$0,$0,$0,$0,$0,$0,"$141,127",,,,,,,,,,,$0,$0,$0,"$8,485,685",$0,2012
2012,4800019,101803,Aristoi Classical Academy,Harris,305,291.834,"$2,522,503",$0,"$96,124","$2,237,558","$188,821",0,3.81,88.7,7.49,"$1,993,506","$1,388,366","$605,140","$243,727",$0,"$1,119,382","$26,251","$38,546",$0,"$148,758","$25,959",$0,$800,$0,"$73,466","$4,582","$244,464","$258,825","$10,464","$42,009",$0,"$2,250,601","$2,237,233",$0,"$13,368",$0,"$1,319,677","$1,055,446",$0,$0,"$149,955","$109,507","$4,769",$0,$0,$0,$0,$0,$0,$0,,,,,,,,,,,$0,$0,$0,$0,"-$577,707",2012
2012,4800020,101804,George I Sanchez Charter,Harris,633,526.462,"$8,681,022",$0,"$330,294","$5,348,135","$3,002,593",0,3.8,61.61,34.59,"$8,115,313","$5,976,843","$2,473,297","$1,786",$0,"$3,922,476",$0,"$181,084",$0,"$701,393","$343,340","$125,610",$0,"$93,914","$299,148","$46,193","$789,756","$1,313,075","$163,604","$135,720","$334,827","$8,451,926","$8,451,926",$0,$0,$0,"$5,437,517","$1,485,135",$7,"$439,831","$261,077","$498,484","$74,040",$0,$0,$0,"$2,660,583","$18,066",$40,$254,,,,,,,,,,,$0,$0,$0,"$2,550,468",$0,2012
2012,4800022,101806,Raul Yzaguirre School For Success,Harris,"1,249","1,211.587","$13,825,322",$0,"$332,101","$11,187,103","$2,306,118",0,2.4,80.92,16.68,"$13,607,636","$7,484,349","$6,124,080","$10,703",$0,"$5,933,182","$5,670","$68,070",$0,"$658,175","$121,415","$80,552","$85,087","$225,885","$815,087","-$3,284","$1,157,526","$3,962,646","$92,357","$405,268",$793,"$13,619,132","$13,619,132",$0,$0,$0,"$6,947,582","$5,008,229",$307,$0,"$582,951","$163,861","$491,627",$0,$0,$0,"$687,507",$174,"$12,926",$0,,,,,,,,,,,$0,$0,$0,"$2,261,616",$0,2012
2012,4800031,101807,University Of Houston Charter Scho,Harris,132,127.494,"$1,328,326",$0,"$268,447","$986,311","$73,568",0,20.21,74.25,5.54,"$1,184,948","$1,102,979","$211,485",$0,$0,"$776,876",$33,"$9,069",$0,"$146,957","$6,105",$0,$0,$0,"$44,023",$0,"$198,000","$3,885",$0,$0,"$129,516","$1,314,464","$1,314,464",$0,$0,$0,"$938,995","$841,228",$0,$0,"$75,732","$22,035",$0,$0,$0,$0,$0,$0,$0,$0,,,,,,,,,,,$0,$0,$0,"$50,120",$0,2012
2012,4800032,101810,Academy Of Accelerated Learning In,Harris,757,512.585,"$5,358,901",$0,"$101,526","$4,385,182","$872,193",0,1.89,81.83,16.28,"$4,939,336","$2,553,059","$2,386,277",$0,$0,"$2,588,066","$26,726","$54,516",$0,"$92,200",$0,$0,"$26,382","$16,242","$407,819","$23,566","$315,515","$1,373,613","$14,691",$0,$0,"$4,939,336","$4,939,336",$0,$0,$0,"$4,623,821","$3,650,099",$0,$0,"$59,183","$460,557","$107,738",$0,$0,$0,"$346,244",$0,$0,$0,,,,,,,,,,,$0,$0,$0,"$1,844,658",$0,2012
2012,4800049,101811,Excel Academy,Harris,418,381.726,"$6,815,780",$0,"$27,927","$4,649,078","$2,138,775",0,0.41,68.21,31.38,"$7,208,530","$6,270,916","$937,614",$0,$0,"$4,515,488",$0,"$271,037","$401,133","$916,174","$476,438","$46,569","$77,449","$49,069",$0,$0,"$453,807","$1,366",$0,$0,$0,"$7,208,530","$7,208,530",$0,$0,$0,"$6,716,115","$3,195,661",$0,"$80,633","$1,096,805","$1,824,956","$51,737",$0,$0,$0,"$355,305",$0,"$111,018",$0,,,,,,,,,,,$0,$0,$0,"$2,856,464",$0,2012
2012,4800054,101813,Kipp Inc Charter,Harris,"5,826","5,253.249","$63,840,782",$0,"$7,524,869","$44,796,400","$11,519,513",0,11.79,70.17,18.04,"$55,807,012","$33,369,089","$22,813,639","$5,453,553",$0,"$22,760,539","$77,475","$192,540","$1,264,340","$6,459,032","$2,190,294","$478,496","$258,833","$2,933,411","$3,638,821","$489,501","$5,911,507","$6,603,697","$916,117","$1,632,409","$375,716","$61,636,281","$61,636,281",$0,$0,$0,"$32,348,126","$22,161,564",$0,$0,"$1,601,806","$5,538,054","$810,962",$0,$0,$0,"$1,419,045","$366,349",$0,"$450,346",,,,,,,,,,,$0,$0,$0,"$18,066,539",$0,2012
2012,4800073,101814,The Varnett Public School,Harris,"1,729","1,353.372","$14,160,897",$0,"$283,129","$11,252,417","$2,625,351",0,2,79.46,18.54,"$12,090,160","$6,178,316","$5,918,819",$0,$0,"$4,410,770","$184,150","$296,551","$173,575","$492,906","$2,000",$0,"$177,833","$806,032","$795,863",$0,"$1,651,278","$2,807,287","$117,687","$174,228","$6,975","$12,097,135","$12,097,135",$0,$0,$0,"$9,222,239","$5,715,006","$8,540",$0,"$440,418",$0,"$301,731",$0,$0,$0,"$2,756,544",$0,$0,$0,,,,,,,,,,,$0,$0,$0,"$18,719,245",$0,2012
2012,4800035,101815,Alief Montessori Community School,Harris,280,226.124,"$2,364,804",$0,"$175,287","$1,946,560","$242,957",0,7.41,82.31,10.27,"$1,536,081","$1,038,931","$497,150","$36,518",$0,"$899,881","$8,714","$29,501","$1,117","$96,444",$0,$0,$0,$0,"$63,799",$0,"$169,666","$260,811","$6,148",$0,$0,"$1,572,599","$1,572,599",$0,$0,$0,"$1,035,657","$522,406",$0,$0,"$45,492","$326,321","$73,611",$0,$0,$0,"$67,827",$0,$0,$0,,,,,,,,,,,$0,$0,$0,"$4,217,495",$0,2012
2012,4800113,101819,Amigos Por Vida-Friends For Life P,Harris,485,424.061,"$4,624,251",$0,"$27,927","$3,745,443","$850,881",0,0.6,81,18.4,"$3,972,083","$2,726,895","$1,246,401","$632,357",$0,"$2,359,365","$54,871","$6,998",$0,"$254,221","$48,869",$0,"$33,440",$0,"$313,455","$7,150","$292,803","$530,464","$57,836","$12,611","$1,213","$4,605,653","$4,605,653",$0,$0,$0,"$2,764,844","$1,294,579",$0,$0,"$164,738",$0,"$288,244",$0,$0,$0,"$773,710","$7,150",$0,"$236,423",,,,,,,,,,,$0,$0,$0,"$5,304,905",$0,2012
2012,4800115,101821,Houston Heights High School,Harris,191,180.447,"$2,002,681",$0,"$8,108","$1,772,187","$222,386",0,0.4,88.49,11.1,"$1,913,945","$1,153,820","$760,125",$0,$0,"$955,187",$0,"$4,719","$42,060","$114,152","$62,623",$0,$459,$0,"$70,708","$7,380","$175,704","$480,953",$0,$0,$0,"$1,913,945","$1,913,945",$0,$0,$0,"$1,185,173","$484,559","$5,000","$233,799","$231,200","$135,609",$0,$0,$0,$0,"$92,006","$3,000",$0,$0,,,,,,,,,,,$0,$0,$0,"$1,411,568",$0,2012
